FlyBase_FBgn	FlyBase_FBtr	FlyBase_FBpp
FBgn0261811	FBtr0303996	FBpp0292965
FBgn0261813	FBtr0344645	
FBgn0261814	FBtr0303300	
FBgn0261816	FBtr0303303	FBpp0292393
FBgn0261817	FBtr0303304	FBpp0292394
FBgn0261822	FBtr0079566	FBpp0079188
FBgn0261822	FBtr0079567	FBpp0079189
FBgn0261822	FBtr0079568	FBpp0079190
FBgn0261822	FBtr0079569	FBpp0079191
FBgn0261822	FBtr0079570	FBpp0079192
FBgn0261822	FBtr0079571	FBpp0079193
FBgn0261822	FBtr0079572	FBpp0079194
FBgn0261822	FBtr0079573	FBpp0079195
FBgn0261822	FBtr0079574	FBpp0079196
FBgn0261822	FBtr0332498	FBpp0304774
FBgn0261823	FBtr0087493	FBpp0086622
FBgn0261823	FBtr0100154	FBpp0099505
FBgn0261823	FBtr0332929	FBpp0305149
FBgn0261823	FBtr0332930	FBpp0305150
FBgn0261830	FBtr0303390	FBpp0292452
FBgn0261831	FBtr0303391	FBpp0292453
FBgn0261832	FBtr0303392	FBpp0292454
FBgn0261832	FBtr0303393	FBpp0292455
FBgn0261832	FBtr0331568	FBpp0303958
FBgn0261833	FBtr0344656	
FBgn0261833	FBtr0346734	
FBgn0261834	FBtr0303395	FBpp0292457
FBgn0261834	FBtr0303396	FBpp0292458
FBgn0261835	FBtr0303397	
FBgn0261836	FBtr0303383	FBpp0292445
FBgn0261836	FBtr0303384	FBpp0292446
FBgn0261836	FBtr0303385	FBpp0292447
FBgn0261836	FBtr0303386	FBpp0292448
FBgn0261836	FBtr0303387	FBpp0292449
FBgn0261836	FBtr0303388	FBpp0292450
FBgn0261836	FBtr0303389	FBpp0292451
FBgn0261836	FBtr0332403	FBpp0304676
FBgn0261836	FBtr0332404	FBpp0304677
FBgn0261836	FBtr0332405	FBpp0304678
FBgn0261836	FBtr0332406	FBpp0304679
FBgn0261837	FBtr0346907	FBpp0312409
FBgn0261838	FBtr0303402	FBpp0292463
FBgn0261839	FBtr0303405	FBpp0292466
FBgn0261839	FBtr0433509	FBpp0390641
FBgn0261840	FBtr0303404	FBpp0292465
FBgn0261840	FBtr0433514	FBpp0390646
FBgn0261841	FBtr0303407	FBpp0292468
FBgn0261841	FBtr0433512	FBpp0390644
FBgn0261842	FBtr0303406	FBpp0292467
FBgn0261842	FBtr0433511	FBpp0390643
FBgn0261843	FBtr0303408	FBpp0292469
FBgn0261843	FBtr0433510	FBpp0390642
FBgn0261844	FBtr0303409	FBpp0292470
FBgn0261844	FBtr0433513	FBpp0390645
FBgn0261844	FBtr0445402	FBpp0401570
FBgn0261845	FBtr0303410	FBpp0292471
FBgn0261845	FBtr0433515	FBpp0390647
FBgn0261845	FBtr0445403	FBpp0401571
FBgn0261847	FBtr0303412	FBpp0292473
FBgn0261847	FBtr0344449	FBpp0310821
FBgn0261848	FBtr0303416	FBpp0292477
FBgn0261848	FBtr0339817	FBpp0308850
FBgn0261849	FBtr0303417	FBpp0292478
FBgn0261850	FBtr0071576	FBpp0071503
FBgn0261853	FBtr0303428	FBpp0292485
FBgn0261853	FBtr0347196	FBpp0312503
FBgn0261854	FBtr0303429	FBpp0292486
FBgn0261854	FBtr0303430	FBpp0292487
FBgn0261854	FBtr0303431	FBpp0292488
FBgn0261854	FBtr0303432	FBpp0292489
FBgn0261854	FBtr0303433	FBpp0292490
FBgn0261854	FBtr0303434	FBpp0292491
FBgn0261854	FBtr0303435	FBpp0292492
FBgn0261854	FBtr0303437	FBpp0292494
FBgn0261854	FBtr0329887	FBpp0302921
FBgn0261854	FBtr0329888	FBpp0302922
FBgn0261854	FBtr0329889	FBpp0302923
FBgn0261854	FBtr0329890	FBpp0302924
FBgn0261856	FBtr0303442	
FBgn0261857	FBtr0303443	
FBgn0261858	FBtr0303463	FBpp0292515
FBgn0261859	FBtr0303485	FBpp0292537
FBgn0261859	FBtr0303486	FBpp0292538
FBgn0261860	FBtr0479752	FBpp0428095
FBgn0261860	FBtr0479753	FBpp0428096
FBgn0261861	FBtr0445672	
FBgn0261861	FBtr0445673	
FBgn0261862	FBtr0088307	FBpp0087399
FBgn0261862	FBtr0088308	FBpp0087400
FBgn0261862	FBtr0301281	FBpp0290496
FBgn0261862	FBtr0301282	FBpp0290497
FBgn0261871	FBtr0340553	FBpp0309451
FBgn0261871	FBtr0340554	FBpp0309452
FBgn0261872	FBtr0091474	FBpp0075048
FBgn0261872	FBtr0301554	FBpp0290769
FBgn0261872	FBtr0345067	FBpp0311297
FBgn0261873	FBtr0089974	FBpp0088912
FBgn0261873	FBtr0089975	FBpp0088913
FBgn0261873	FBtr0089978	FBpp0088916
FBgn0261873	FBtr0100375	FBpp0099784
FBgn0261873	FBtr0100376	FBpp0111740
FBgn0261873	FBtr0111034	FBpp0110333
FBgn0261873	FBtr0308217	FBpp0300537
FBgn0261873	FBtr0308218	FBpp0300538
FBgn0261873	FBtr0308219	FBpp0300539
FBgn0261873	FBtr0308220	FBpp0300540
FBgn0261873	FBtr0333720	FBpp0305869
FBgn0261873	FBtr0333721	FBpp0305870
FBgn0261873	FBtr0340141	FBpp0309127
FBgn0261873	FBtr0340142	FBpp0309128
FBgn0261881	FBtr0080728	FBpp0080287
FBgn0261885	FBtr0089581	FBpp0088543
FBgn0261885	FBtr0089582	FBpp0088544
FBgn0261885	FBtr0089583	FBpp0088962
FBgn0261885	FBtr0301487	FBpp0290702
FBgn0261885	FBtr0335024	FBpp0307030
FBgn0261885	FBtr0335025	FBpp0307031
FBgn0261924	FBtr0342854	
FBgn0261925	FBtr0303589	FBpp0292622
FBgn0261925	FBtr0344601	FBpp0310927
FBgn0261927	FBtr0344580	
FBgn0261928	FBtr0303601	FBpp0292634
FBgn0261928	FBtr0303602	FBpp0292635
FBgn0261928	FBtr0332437	FBpp0304710
FBgn0261928	FBtr0345169	FBpp0311379
FBgn0261928	FBtr0345170	FBpp0311380
FBgn0261928	FBtr0345171	FBpp0311381
FBgn0261929	FBtr0303603	FBpp0292636
FBgn0261929	FBtr0330144	FBpp0303177
FBgn0261929	FBtr0339322	FBpp0308426
FBgn0261930	FBtr0070110	FBpp0070105
FBgn0261930	FBtr0110929	FBpp0110229
FBgn0261931	FBtr0303708	FBpp0292725
FBgn0261931	FBtr0303709	FBpp0292726
FBgn0261931	FBtr0303710	FBpp0292727
FBgn0261931	FBtr0332963	FBpp0305179
FBgn0261932	FBtr0303731	FBpp0292746
FBgn0261932	FBtr0332163	FBpp0304472
FBgn0261933	FBtr0075952	FBpp0075684
FBgn0261934	FBtr0303748	FBpp0292761
FBgn0261934	FBtr0303749	FBpp0292762
FBgn0261934	FBtr0303750	FBpp0292763
FBgn0261934	FBtr0303751	FBpp0292764
FBgn0261934	FBtr0330145	FBpp0303178
FBgn0261934	FBtr0333047	FBpp0305261
FBgn0261938	FBtr0077989	FBpp0077654
FBgn0261938	FBtr0332273	FBpp0304562
FBgn0261952	FBtr0300579	FBpp0289806
FBgn0261953	FBtr0078418	FBpp0078072
FBgn0261953	FBtr0078419	FBpp0078073
FBgn0261953	FBtr0333465	FBpp0305655
FBgn0261953	FBtr0333466	FBpp0305656
FBgn0261953	FBtr0333467	FBpp0305657
FBgn0261953	FBtr0333468	FBpp0305658
FBgn0261954	FBtr0070326	FBpp0070312
FBgn0261954	FBtr0303046	FBpp0292165
FBgn0261954	FBtr0303047	FBpp0292166
FBgn0261954	FBtr0307289	FBpp0298290
FBgn0261954	FBtr0307290	FBpp0298291
FBgn0261954	FBtr0343522	FBpp0310126
FBgn0261955	FBtr0070906	FBpp0070871
FBgn0261955	FBtr0070907	FBpp0070872
FBgn0261963	FBtr0079093	FBpp0078726
FBgn0261963	FBtr0310358	FBpp0302039
FBgn0261973	FBtr0303791	
FBgn0261974	FBtr0303792	
FBgn0261975	FBtr0304022	FBpp0292991
FBgn0261976	FBtr0331449	FBpp0303866
FBgn0261976	FBtr0331450	FBpp0303867
FBgn0261983	FBtr0080197	FBpp0079786
FBgn0261983	FBtr0306138	FBpp0297275
FBgn0261984	FBtr0113248	FBpp0112160
FBgn0261985	FBtr0306559	FBpp0297514
FBgn0261985	FBtr0306560	FBpp0297515
FBgn0261985	FBtr0306561	FBpp0297516
FBgn0261985	FBtr0306562	FBpp0297517
FBgn0261985	FBtr0306563	FBpp0297518
FBgn0261986	FBtr0084898	FBpp0084272
FBgn0261987	FBtr0083508	FBpp0082932
FBgn0261988	FBtr0085788	FBpp0085149
FBgn0261988	FBtr0334555	FBpp0306622
FBgn0261989	FBtr0303819	FBpp0292826
FBgn0261989	FBtr0346185	FBpp0312004
FBgn0261990	FBtr0303818	FBpp0292825
FBgn0261991	FBtr0303820	FBpp0292827
FBgn0261992	FBtr0303821	FBpp0292828
FBgn0261993	FBtr0303823	FBpp0292830
FBgn0261994	FBtr0303822	FBpp0292829
FBgn0261995	FBtr0303825	FBpp0292832
FBgn0261995	FBtr0347068	FBpp0312462
FBgn0261996	FBtr0303824	FBpp0292831
FBgn0261997	FBtr0303827	FBpp0292834
FBgn0261998	FBtr0307890	FBpp0300324
FBgn0261999	FBtr0303797	FBpp0292804
FBgn0261999	FBtr0332356	FBpp0304633
FBgn0262000	FBtr0303798	FBpp0292805
FBgn0262001	FBtr0303800	FBpp0292807
FBgn0262002	FBtr0303799	FBpp0292806
FBgn0262003	FBtr0303828	FBpp0292835
FBgn0262004	FBtr0303829	FBpp0292836
FBgn0262005	FBtr0303831	FBpp0292838
FBgn0262006	FBtr0303830	FBpp0292837
FBgn0262007	FBtr0303833	FBpp0292840
FBgn0262008	FBtr0303832	FBpp0292839
FBgn0262009	FBtr0303834	FBpp0292841
FBgn0262009	FBtr0304566	FBpp0293108
FBgn0262010	FBtr0303835	FBpp0292842
FBgn0262017	FBtr0303837	FBpp0292844
FBgn0262018	FBtr0303836	FBpp0292843
FBgn0262018	FBtr0308770	FBpp0300935
FBgn0262020	FBtr0303850	FBpp0292858
FBgn0262021	FBtr0303851	FBpp0292859
FBgn0262022	FBtr0303852	FBpp0292860
FBgn0262023	FBtr0303853	FBpp0292861
FBgn0262024	FBtr0303854	FBpp0292862
FBgn0262025	FBtr0303855	
FBgn0262025	FBtr0303856	
FBgn0262026	FBtr0303860	FBpp0292866
FBgn0262027	FBtr0303863	
FBgn0262028	FBtr0303861	
FBgn0262028	FBtr0309032	
FBgn0262029	FBtr0303923	FBpp0292924
FBgn0262029	FBtr0303924	FBpp0292925
FBgn0262030	FBtr0303925	FBpp0292926
FBgn0262030	FBtr0333432	FBpp0305623
FBgn0262031	FBtr0303926	
FBgn0262033	FBtr0342852	
FBgn0262035	FBtr0303931	FBpp0292930
FBgn0262036	FBtr0303932	FBpp0292931
FBgn0262057	FBtr0074841	FBpp0074610
FBgn0262057	FBtr0074842	FBpp0074611
FBgn0262057	FBtr0345816	FBpp0311802
FBgn0262081	FBtr0299728	FBpp0289006
FBgn0262081	FBtr0299729	FBpp0289007
FBgn0262081	FBtr0300546	FBpp0289773
FBgn0262081	FBtr0300547	FBpp0289774
FBgn0262081	FBtr0300548	FBpp0289775
FBgn0262081	FBtr0300549	FBpp0289776
FBgn0262081	FBtr0335449	FBpp0307427
FBgn0262097	FBtr0342943	
FBgn0262097	FBtr0342944	
FBgn0262098	FBtr0344579	FBpp0310925
FBgn0262099	FBtr0304017	FBpp0292986
FBgn0262100	FBtr0304019	FBpp0292988
FBgn0262101	FBtr0304020	FBpp0292989
FBgn0262102	FBtr0304023	FBpp0292992
FBgn0262103	FBtr0304024	FBpp0292993
FBgn0262103	FBtr0304025	FBpp0292994
FBgn0262103	FBtr0304026	FBpp0292995
FBgn0262103	FBtr0340388	FBpp0309334
FBgn0262103	FBtr0344258	FBpp0310663
FBgn0262103	FBtr0344259	FBpp0310664
FBgn0262104	FBtr0304028	FBpp0292996
FBgn0262105	FBtr0304027	
FBgn0262106	FBtr0304029	
FBgn0262106	FBtr0309033	
FBgn0262106	FBtr0335160	
FBgn0262107	FBtr0304032	
FBgn0262107	FBtr0304033	
FBgn0262107	FBtr0309034	
FBgn0262108	FBtr0304030	
FBgn0262108	FBtr0304031	
FBgn0262108	FBtr0343987	
FBgn0262109	FBtr0304059	
FBgn0262109	FBtr0309035	
FBgn0262109	FBtr0309036	
FBgn0262109	FBtr0309037	
FBgn0262109	FBtr0309038	
FBgn0262111	FBtr0304061	FBpp0293023
FBgn0262111	FBtr0304062	FBpp0293024
FBgn0262111	FBtr0304064	FBpp0293026
FBgn0262111	FBtr0304065	FBpp0293027
FBgn0262111	FBtr0304066	FBpp0293028
FBgn0262111	FBtr0304067	FBpp0293029
FBgn0262111	FBtr0304068	FBpp0293030
FBgn0262111	FBtr0304069	FBpp0293031
FBgn0262111	FBtr0344942	FBpp0311215
FBgn0262112	FBtr0085481	FBpp0084847
FBgn0262114	FBtr0088262	FBpp0087357
FBgn0262114	FBtr0088263	FBpp0087358
FBgn0262114	FBtr0100460	FBpp0099887
FBgn0262114	FBtr0306247	FBpp0297357
FBgn0262114	FBtr0330614	FBpp0303464
FBgn0262114	FBtr0346961	FBpp0312425
FBgn0262115	FBtr0111298	FBpp0110523
FBgn0262115	FBtr0111299	FBpp0110563
FBgn0262115	FBtr0111300	FBpp0110581
FBgn0262115	FBtr0111301	FBpp0110483
FBgn0262116	FBtr0111266	FBpp0110588
FBgn0262116	FBtr0334986	FBpp0306999
FBgn0262117	FBtr0111268	FBpp0110478
FBgn0262123	FBtr0114029	FBpp0112752
FBgn0262123	FBtr0114030	FBpp0112753
FBgn0262124	FBtr0302226	FBpp0291436
FBgn0262124	FBtr0302227	FBpp0291437
FBgn0262124	FBtr0334938	FBpp0306957
FBgn0262124	FBtr0346683	FBpp0312292
FBgn0262125	FBtr0078710	FBpp0078359
FBgn0262125	FBtr0078711	FBpp0078360
FBgn0262125	FBtr0304794	FBpp0293334
FBgn0262125	FBtr0309091	FBpp0301099
FBgn0262125	FBtr0310266	FBpp0301949
FBgn0262125	FBtr0330314	FBpp0303346
FBgn0262125	FBtr0339320	FBpp0308424
FBgn0262126	FBtr0077810	FBpp0077487
FBgn0262126	FBtr0329964	FBpp0302999
FBgn0262126	FBtr0329965	FBpp0303000
FBgn0262127	FBtr0100008	FBpp0099467
FBgn0262127	FBtr0344383	FBpp0310756
FBgn0262139	FBtr0304120	FBpp0293063
FBgn0262139	FBtr0304121	FBpp0293064
FBgn0262139	FBtr0304122	FBpp0293065
FBgn0262139	FBtr0330146	FBpp0303179
FBgn0262139	FBtr0330147	FBpp0303180
FBgn0262139	FBtr0333901	FBpp0306032
FBgn0262139	FBtr0333902	FBpp0306033
FBgn0262140	FBtr0304123	FBpp0293066
FBgn0262141	FBtr0304124	FBpp0293067
FBgn0262142	FBtr0343003	
FBgn0262143	FBtr0309855	FBpp0301589
FBgn0262144	FBtr0309854	FBpp0301588
FBgn0262146	FBtr0304129	FBpp0293071
FBgn0262146	FBtr0346342	FBpp0312059
FBgn0262148	FBtr0304139	
FBgn0262149	FBtr0475132	
FBgn0262150	FBtr0304142	FBpp0293079
FBgn0262150	FBtr0342643	FBpp0309569
FBgn0262160	FBtr0089956	FBpp0088895
FBgn0262160	FBtr0310277	FBpp0301960
FBgn0262160	FBtr0336616	FBpp0307599
FBgn0262160	FBtr0336617	FBpp0307600
FBgn0262163	FBtr0304150	
FBgn0262166	FBtr0087245	FBpp0086383
FBgn0262166	FBtr0087246	FBpp0086384
FBgn0262167	FBtr0084645	FBpp0084029
FBgn0262167	FBtr0334335	FBpp0306443
FBgn0262169	FBtr0088399	FBpp0087487
FBgn0262169	FBtr0088401	FBpp0087489
FBgn0262169	FBtr0088402	FBpp0087490
FBgn0262169	FBtr0113062	FBpp0111975
FBgn0262170	FBtr0473613	FBpp0423076
FBgn0262172	FBtr0304171	
FBgn0262172	FBtr0304172	
FBgn0262172	FBtr0304173	
FBgn0262174	FBtr0304176	
FBgn0262174	FBtr0304177	
FBgn0262174	FBtr0472810	
FBgn0262177	FBtr0304182	
FBgn0262177	FBtr0304183	
FBgn0262177	FBtr0472769	
FBgn0262178	FBtr0304184	
FBgn0262178	FBtr0304185	
FBgn0262178	FBtr0472794	
FBgn0262180	FBtr0304188	
FBgn0262180	FBtr0304189	
FBgn0262180	FBtr0472827	
FBgn0262181	FBtr0304190	
FBgn0262181	FBtr0304191	
FBgn0262181	FBtr0472785	
FBgn0262182	FBtr0304192	
FBgn0262182	FBtr0304193	
FBgn0262182	FBtr0472767	
FBgn0262185	FBtr0304198	
FBgn0262185	FBtr0304199	
FBgn0262185	FBtr0304200	
FBgn0262187	FBtr0304203	
FBgn0262187	FBtr0304204	
FBgn0262187	FBtr0472783	
FBgn0262189	FBtr0304207	
FBgn0262189	FBtr0304208	
FBgn0262189	FBtr0304209	
FBgn0262191	FBtr0304212	
FBgn0262191	FBtr0304213	
FBgn0262191	FBtr0304214	
FBgn0262194	FBtr0304219	
FBgn0262194	FBtr0304220	
FBgn0262194	FBtr0472828	
FBgn0262200	FBtr0304232	
FBgn0262200	FBtr0304233	
FBgn0262200	FBtr0472773	
FBgn0262201	FBtr0304234	
FBgn0262201	FBtr0304235	
FBgn0262201	FBtr0472786	
FBgn0262203	FBtr0304238	
FBgn0262203	FBtr0304239	
FBgn0262203	FBtr0472779	
FBgn0262204	FBtr0304240	
FBgn0262204	FBtr0304241	
FBgn0262204	FBtr0304242	
FBgn0262205	FBtr0304243	
FBgn0262205	FBtr0304244	
FBgn0262205	FBtr0472776	
FBgn0262210	FBtr0304254	
FBgn0262210	FBtr0304255	
FBgn0262210	FBtr0472799	
FBgn0262211	FBtr0304256	
FBgn0262211	FBtr0304257	
FBgn0262211	FBtr0304258	
FBgn0262213	FBtr0304261	
FBgn0262213	FBtr0304262	
FBgn0262213	FBtr0304263	
FBgn0262214	FBtr0304264	
FBgn0262214	FBtr0304265	
FBgn0262214	FBtr0472809	
FBgn0262215	FBtr0304266	
FBgn0262215	FBtr0304267	
FBgn0262215	FBtr0472804	
FBgn0262216	FBtr0304268	
FBgn0262216	FBtr0304269	
FBgn0262216	FBtr0472787	
FBgn0262220	FBtr0304277	
FBgn0262220	FBtr0304278	
FBgn0262220	FBtr0472802	
FBgn0262222	FBtr0304281	
FBgn0262222	FBtr0304282	
FBgn0262222	FBtr0472784	
FBgn0262223	FBtr0304283	
FBgn0262223	FBtr0304284	
FBgn0262223	FBtr0472811	
FBgn0262227	FBtr0304292	
FBgn0262227	FBtr0304293	
FBgn0262227	FBtr0472807	
FBgn0262228	FBtr0304294	
FBgn0262228	FBtr0304295	
FBgn0262228	FBtr0472788	
FBgn0262233	FBtr0304304	
FBgn0262233	FBtr0304305	
FBgn0262233	FBtr0304306	
FBgn0262235	FBtr0304309	
FBgn0262235	FBtr0304310	
FBgn0262235	FBtr0472796	
FBgn0262237	FBtr0304313	
FBgn0262237	FBtr0304314	
FBgn0262237	FBtr0472830	
FBgn0262239	FBtr0304317	
FBgn0262239	FBtr0304318	
FBgn0262239	FBtr0472772	
FBgn0262243	FBtr0304325	
FBgn0262243	FBtr0304326	
FBgn0262243	FBtr0472775	
FBgn0262249	FBtr0304337	
FBgn0262249	FBtr0304338	
FBgn0262249	FBtr0472768	
FBgn0262251	FBtr0304341	
FBgn0262251	FBtr0304342	
FBgn0262251	FBtr0472790	
FBgn0262252	FBtr0304343	
FBgn0262252	FBtr0304344	
FBgn0262252	FBtr0472777	
FBgn0262256	FBtr0304351	
FBgn0262256	FBtr0304352	
FBgn0262256	FBtr0472770	
FBgn0262260	FBtr0304359	
FBgn0262260	FBtr0304360	
FBgn0262263	FBtr0304365	
FBgn0262263	FBtr0304366	
FBgn0262263	FBtr0472782	
FBgn0262266	FBtr0304371	
FBgn0262266	FBtr0304372	
FBgn0262266	FBtr0472793	
FBgn0262269	FBtr0304378	
FBgn0262269	FBtr0304379	
FBgn0262269	FBtr0472763	
FBgn0262272	FBtr0304385	
FBgn0262272	FBtr0304386	
FBgn0262272	FBtr0472780	
FBgn0262275	FBtr0304391	
FBgn0262275	FBtr0304392	
FBgn0262275	FBtr0304393	
FBgn0262279	FBtr0304400	
FBgn0262279	FBtr0304401	
FBgn0262279	FBtr0472797	
FBgn0262282	FBtr0304406	
FBgn0262282	FBtr0304407	
FBgn0262282	FBtr0472798	
FBgn0262283	FBtr0304408	
FBgn0262283	FBtr0304409	
FBgn0262283	FBtr0472800	
FBgn0262286	FBtr0304414	
FBgn0262286	FBtr0304415	
FBgn0262286	FBtr0472817	
FBgn0262290	FBtr0304422	
FBgn0262290	FBtr0304423	
FBgn0262290	FBtr0304424	
FBgn0262291	FBtr0304425	
FBgn0262291	FBtr0304426	
FBgn0262291	FBtr0472766	
FBgn0262293	FBtr0304429	
FBgn0262293	FBtr0304430	
FBgn0262293	FBtr0472829	
FBgn0262297	FBtr0304438	
FBgn0262297	FBtr0304439	
FBgn0262297	FBtr0304440	
FBgn0262300	FBtr0304446	
FBgn0262300	FBtr0304447	
FBgn0262300	FBtr0472803	
FBgn0262301	FBtr0304448	
FBgn0262301	FBtr0304449	
FBgn0262301	FBtr0472792	
FBgn0262302	FBtr0304450	
FBgn0262302	FBtr0304451	
FBgn0262302	FBtr0472762	
FBgn0262307	FBtr0304460	
FBgn0262307	FBtr0304461	
FBgn0262307	FBtr0472806	
FBgn0262314	FBtr0304474	
FBgn0262314	FBtr0304475	
FBgn0262314	FBtr0472791	
FBgn0262315	FBtr0304476	
FBgn0262315	FBtr0304477	
FBgn0262315	FBtr0304478	
FBgn0262316	FBtr0304479	
FBgn0262316	FBtr0304480	
FBgn0262316	FBtr0472801	
FBgn0262317	FBtr0304481	
FBgn0262317	FBtr0304482	
FBgn0262317	FBtr0472778	
FBgn0262319	FBtr0304485	
FBgn0262319	FBtr0304486	
FBgn0262319	FBtr0472816	
FBgn0262321	FBtr0304489	
FBgn0262321	FBtr0304490	
FBgn0262321	FBtr0472771	
FBgn0262323	FBtr0304493	
FBgn0262323	FBtr0304494	
FBgn0262323	FBtr0472813	
FBgn0262327	FBtr0304501	
FBgn0262327	FBtr0304502	
FBgn0262327	FBtr0304503	
FBgn0262330	FBtr0304508	
FBgn0262330	FBtr0304509	
FBgn0262330	FBtr0472765	
FBgn0262331	FBtr0304510	
FBgn0262331	FBtr0304511	
FBgn0262331	FBtr0472815	
FBgn0262332	FBtr0304512	
FBgn0262332	FBtr0304513	
FBgn0262332	FBtr0472781	
FBgn0262333	FBtr0304514	
FBgn0262333	FBtr0304515	
FBgn0262333	FBtr0472774	
FBgn0262334	FBtr0304516	
FBgn0262334	FBtr0304517	
FBgn0262334	FBtr0472808	
FBgn0262335	FBtr0304518	
FBgn0262335	FBtr0304519	
FBgn0262335	FBtr0472831	
FBgn0262338	FBtr0304525	
FBgn0262338	FBtr0304526	
FBgn0262338	FBtr0304527	
FBgn0262339	FBtr0304528	
FBgn0262339	FBtr0304529	
FBgn0262339	FBtr0472795	
FBgn0262341	FBtr0304532	
FBgn0262341	FBtr0304533	
FBgn0262341	FBtr0472789	
FBgn0262351	FBtr0304634	FBpp0293176
FBgn0262351	FBtr0304635	FBpp0293177
FBgn0262352	FBtr0304630	FBpp0293172
FBgn0262353	FBtr0475221	FBpp0293171
FBgn0262354	FBtr0304632	FBpp0293174
FBgn0262355	FBtr0343811	
FBgn0262356	FBtr0304636	FBpp0293178
FBgn0262357	FBtr0304637	FBpp0293179
FBgn0262358	FBtr0304638	FBpp0293180
FBgn0262359	FBtr0304640	FBpp0293182
FBgn0262359	FBtr0332368	FBpp0304644
FBgn0262360	FBtr0304641	FBpp0293183
FBgn0262361	FBtr0304642	FBpp0293184
FBgn0262362	FBtr0304643	FBpp0293185
FBgn0262362	FBtr0304644	FBpp0293186
FBgn0262363	FBtr0304645	FBpp0293187
FBgn0262364	FBtr0304646	FBpp0293188
FBgn0262365	FBtr0304647	FBpp0293189
FBgn0262366	FBtr0304649	FBpp0293191
FBgn0262366	FBtr0345119	FBpp0311344
FBgn0262367	FBtr0304169	
FBgn0262367	FBtr0304170	
FBgn0262367	FBtr0472714	
FBgn0262368	FBtr0304174	
FBgn0262368	FBtr0304175	
FBgn0262368	FBtr0472726	
FBgn0262369	FBtr0304178	
FBgn0262369	FBtr0304179	
FBgn0262369	FBtr0472741	
FBgn0262370	FBtr0304180	
FBgn0262370	FBtr0304181	
FBgn0262370	FBtr0472708	
FBgn0262371	FBtr0304186	
FBgn0262371	FBtr0304187	
FBgn0262371	FBtr0472738	
FBgn0262372	FBtr0304194	
FBgn0262372	FBtr0304195	
FBgn0262372	FBtr0472704	
FBgn0262373	FBtr0304196	
FBgn0262373	FBtr0304197	
FBgn0262373	FBtr0472710	
FBgn0262374	FBtr0304201	
FBgn0262374	FBtr0304202	
FBgn0262374	FBtr0472703	
FBgn0262375	FBtr0304205	
FBgn0262375	FBtr0304206	
FBgn0262376	FBtr0304210	
FBgn0262376	FBtr0304211	
FBgn0262376	FBtr0472720	
FBgn0262377	FBtr0304215	
FBgn0262377	FBtr0304216	
FBgn0262377	FBtr0472702	
FBgn0262378	FBtr0304217	
FBgn0262378	FBtr0304218	
FBgn0262378	FBtr0472759	
FBgn0262379	FBtr0304221	
FBgn0262379	FBtr0304222	
FBgn0262379	FBtr0472824	
FBgn0262380	FBtr0304223	
FBgn0262380	FBtr0304224	
FBgn0262380	FBtr0472751	
FBgn0262381	FBtr0304225	
FBgn0262381	FBtr0304226	
FBgn0262381	FBtr0304227	
FBgn0262382	FBtr0304228	
FBgn0262382	FBtr0304229	
FBgn0262382	FBtr0472823	
FBgn0262383	FBtr0304230	
FBgn0262383	FBtr0304231	
FBgn0262383	FBtr0472728	
FBgn0262384	FBtr0304236	
FBgn0262384	FBtr0304237	
FBgn0262384	FBtr0472825	
FBgn0262385	FBtr0304245	
FBgn0262385	FBtr0304246	
FBgn0262385	FBtr0472748	
FBgn0262386	FBtr0304247	
FBgn0262386	FBtr0304248	
FBgn0262386	FBtr0304249	
FBgn0262387	FBtr0304250	
FBgn0262387	FBtr0304251	
FBgn0262387	FBtr0472764	
FBgn0262388	FBtr0304252	
FBgn0262388	FBtr0304253	
FBgn0262388	FBtr0472735	
FBgn0262389	FBtr0304259	
FBgn0262389	FBtr0304260	
FBgn0262390	FBtr0304270	
FBgn0262390	FBtr0304271	
FBgn0262390	FBtr0472740	
FBgn0262391	FBtr0304272	
FBgn0262391	FBtr0304273	
FBgn0262391	FBtr0304274	
FBgn0262392	FBtr0304275	
FBgn0262392	FBtr0304276	
FBgn0262392	FBtr0472819	
FBgn0262393	FBtr0304279	
FBgn0262393	FBtr0304280	
FBgn0262393	FBtr0472725	
FBgn0262395	FBtr0304288	
FBgn0262395	FBtr0304289	
FBgn0262395	FBtr0472712	
FBgn0262396	FBtr0304290	
FBgn0262396	FBtr0304291	
FBgn0262396	FBtr0472756	
FBgn0262397	FBtr0304296	
FBgn0262397	FBtr0304297	
FBgn0262397	FBtr0472761	
FBgn0262398	FBtr0304298	
FBgn0262398	FBtr0304299	
FBgn0262398	FBtr0472730	
FBgn0262400	FBtr0304302	
FBgn0262400	FBtr0304303	
FBgn0262401	FBtr0304307	
FBgn0262401	FBtr0304308	
FBgn0262401	FBtr0472733	
FBgn0262402	FBtr0304311	
FBgn0262402	FBtr0304312	
FBgn0262402	FBtr0472753	
FBgn0262403	FBtr0304315	
FBgn0262403	FBtr0304316	
FBgn0262403	FBtr0472722	
FBgn0262404	FBtr0304319	
FBgn0262404	FBtr0304320	
FBgn0262404	FBtr0472812	
FBgn0262405	FBtr0304321	
FBgn0262405	FBtr0304322	
FBgn0262405	FBtr0472814	
FBgn0262406	FBtr0304323	
FBgn0262406	FBtr0304324	
FBgn0262406	FBtr0472746	
FBgn0262407	FBtr0304327	
FBgn0262407	FBtr0304328	
FBgn0262407	FBtr0472749	
